"id","nj","d","d_nj","bk","kfc","roys","wendys","co_owned","centralj","southj","pa1","pa2","fte","ft","pt","mgrs","wage","meal","hrsopen","bonus","ncalls","status","type","inctime","firstinc","nregs"
226,1,0,0,1,0,0,0,0,0,0,0,0,20.5,0,35,3,4.25,2.96,16,0,0,1,1,26,0.27,2
227,1,0,0,1,0,0,0,1,0,0,0,0,14.5,6,11,3,4.25,3.07,14.5,0,0,1,2,8,0.32,3
228,1,0,0,1,0,0,0,0,0,0,0,0,25,13.5,15,4,4.25,3.34,17,1,2,1,1,26,0.37,3
229,1,0,0,0,0,1,0,0,0,0,0,0,27,17,14,3,4.25,3.24,16,0,0,1,1,2,0.42,5
230,1,0,0,1,0,0,0,0,1,0,0,0,22.5,0,35,5,4.75,2.97,16,1,2,1,1,26,0.57,3
231,1,0,0,1,0,0,0,0,1,0,0,0,36.5,20,25,4,4.75,3.07,17,0,0,1,1,4,0.3,4
232,1,0,0,1,0,0,0,0,1,0,0,0,17.25,4,22.5,2,4.25,3.62,13,0,0,1,1,18,0.37,7
233,1,0,0,1,0,0,0,0,0,0,0,0,21.5,10,15,4,4.25,3.02,15,0,3,1,1,26,0.15,4
234,1,0,0,1,0,0,0,0,0,0,0,0,24.5,12,19,3,4.75,2.92,16.5,1,2,1,1,13,0.27,3
235,1,0,0,1,0,0,0,1,1,0,0,0,19,0,32,3,4.5,3.15,16,0,3,1,1,NA,NA,3
236,1,0,0,1,0,0,0,0,0,0,0,0,25,1,38,5,4.25,NA,12.5,0,0,1,1,4,0.2,5
237,1,0,0,1,0,0,0,0,1,0,0,0,16,8,10,3,4.25,3.01,15,0,1,1,1,13,0.25,2
238,1,0,0,0,1,0,0,0,1,0,0,0,19,15,0,4,4.5,4.1,12.5,0,0,1,1,26,0.25,3
239,1,0,0,0,0,1,0,1,1,0,0,0,22.75,7,25.5,3,4.5,3.19,18,0,2,1,2,19,0.3,4
240,1,0,0,0,0,1,0,1,1,0,0,0,35,20,20,5,4.5,4.64,24,0,0,1,1,26,0.25,5
241,1,0,0,0,0,1,0,1,1,0,0,0,16,6,16,2,4.75,3.25,17,0,0,1,1,26,NA,4
242,1,0,0,0,0,1,0,0,1,0,0,0,21,5.5,25,3,4.62,NA,16,0,2,1,1,NA,NA,4
243,1,0,0,0,0,1,0,1,1,0,0,0,26.75,14.5,14.5,5,4.25,3.29,17,0,2,0,2,21,0.27,5
244,1,0,0,0,0,1,0,1,0,0,0,0,30.5,15,25,3,4.25,3.2,16,0,3,1,1,26,0.15,6
245,1,0,0,0,0,0,1,0,1,0,0,0,23,0,40,3,4.5,2.83,11.5,1,0,1,1,26,0.37,2
246,1,0,0,0,0,0,1,0,1,0,0,0,21.5,10,15,4,4.75,2.99,12.5,1,0,1,1,13,0.27,2
247,1,0,0,0,0,0,1,0,0,0,0,0,36.5,15,35,4,4.25,3.07,11.5,1,0,1,1,26,0.15,2
248,1,0,0,1,0,0,0,0,0,0,0,0,23,8,20,5,4.8,3.12,16,1,3,1,1,26,0.25,4
249,1,0,0,1,0,0,0,0,0,0,0,0,14,0,20,4,4.5,2.96,16,0,1,1,1,26,0.27,2
250,1,0,0,1,0,0,0,0,0,0,0,0,17.25,0,27.5,3.5,4.67,3.01,16,1,2,1,2,26,0.27,3
251,1,0,0,1,0,0,0,0,0,0,0,0,18.5,8,15,3,4.87,3.03,15,0,0,1,1,6,0.25,8
252,1,0,0,0,1,0,0,0,0,0,0,0,8.5,2,7,3,4.5,3.96,10,0,1,1,1,4,0.12,3
253,1,0,0,0,1,0,0,0,0,0,0,0,14,6,12,2,4.5,4.17,10.5,0,8,1,1,4,0.12,3
254,1,0,0,0,0,1,0,1,0,0,0,0,23,0,40,3,4.75,3.2,16.5,0,2,1,1,26,0.17,NA
255,1,0,0,0,0,0,1,0,0,0,0,0,29,8,32,5,4.75,2.86,11.5,1,0,1,1,26,0.25,2
256,1,0,0,1,0,0,0,0,0,0,0,0,19,5,20,4,4.25,2.96,15,1,0,1,1,4,0.25,3
257,1,0,0,1,0,0,0,1,0,0,0,0,21,2,32,3,4.25,3.08,16,0,0,1,1,8,0.25,3
258,1,0,0,1,0,0,0,0,0,0,0,0,17,0,24,5,4.75,3.2,12.5,0,0,1,1,13,0.25,5
259,1,0,0,1,0,0,0,0,0,0,0,0,36,6,40,10,4.85,2.99,17.5,0,3,1,1,26,0.15,4
260,1,0,0,1,0,0,0,0,0,0,0,0,25,11,20,4,4.75,3.04,16,0,2,1,1,26,0.15,4
261,1,0,0,1,0,0,0,0,0,0,0,0,29.5,15,21,4,4.62,NA,16,0,0,1,1,13,0.12,4
262,1,0,0,0,1,0,0,1,0,0,0,0,22,13,12,3,4.25,4.1,10,1,0,1,1,52,0.2,3
263,1,0,0,0,1,0,0,0,0,0,0,0,11,2,12,3,4.25,4.16,10.5,1,2,1,1,13,0.25,3
264,1,0,0,0,1,0,0,0,0,0,0,0,13.5,8,3,4,4.5,4.73,11,0,0,1,1,26,0.25,4
265,1,0,0,0,1,0,0,0,0,1,0,0,13.5,3,15,3,4.5,4.73,11,1,0,1,1,4,0.25,4
266,1,0,0,0,1,0,0,0,0,0,0,0,18,12,4,4,4.62,4.73,11,0,0,1,1,20,0.33,4
267,1,0,0,0,1,0,0,0,1,0,0,0,9.5,2,9,3,4.5,4.73,10.5,0,0,1,1,13,0.2,4
268,1,0,0,0,0,1,0,0,0,0,0,0,24,10,20,4,4.75,3.09,16,1,3,1,1,26,0.15,5
269,1,0,0,0,0,1,0,0,0,0,0,0,14.5,4,15,3,4.75,3.31,15,0,0,1,1,39,0.2,4
270,1,0,0,0,0,0,1,0,0,0,0,0,29,20,10,4,4.87,2.82,12,1,2,1,1,26,0.17,2
271,1,0,0,0,0,0,1,0,0,0,0,0,10.5,1,13,3,4.5,2.79,11,1,3,1,1,13,0.12,2
272,1,0,0,0,0,0,1,0,0,0,0,0,18,0,30,3,4.25,2.97,11.5,1,3,1,1,26,NA,2
273,1,0,0,1,0,0,0,0,0,0,0,0,NA,NA,NA,4,4.25,2.96,16,1,0,1,1,4,0.12,3
274,1,0,0,0,1,0,0,0,0,0,0,0,9,0,12,3,4.35,3.99,10,0,0,1,1,NA,0.12,4
275,1,0,0,1,0,0,0,0,0,0,0,0,33,0,60,3,4.25,2.95,18,1,0,1,1,9,0.2,4
276,1,0,0,1,0,0,0,0,0,0,0,0,19.5,0,33,3,4.5,3.03,17,0,0,1,1,26,0.35,3
277,1,0,0,1,0,0,0,0,0,0,0,0,41,30,14,4,4.25,2.75,19,1,2,1,1,4,0.37,3
278,1,0,0,1,0,0,0,0,0,0,0,0,17,9,12,2,4.25,2.96,17,0,2,1,1,26,0.15,3
279,1,0,0,1,0,0,0,0,0,0,0,0,18.25,10,8.5,4,4.25,3.12,17.5,0,0,1,1,13,0.27,3
280,1,0,0,0,1,0,0,1,0,0,0,0,17,8,10,4,4.75,4.25,12,0,0,1,1,8,0.25,4
281,1,0,0,0,0,1,0,1,0,0,0,0,32,12,32,4,4.62,2.98,17,0,1,1,1,26,0.15,4
282,1,0,0,0,0,1,0,1,0,0,0,0,26,4,36,4,4.25,3.07,18,0,0,1,1,26,0.12,5
283,1,0,0,0,0,0,1,1,0,0,0,0,11.5,0,19,2,4.5,2.96,11.5,1,3,1,1,13,0.17,4
284,1,0,0,1,0,0,0,0,0,1,0,0,21,3,28,4,4.5,2.92,15,0,2,1,1,13,NA,3
285,1,0,0,1,0,0,0,0,0,1,0,0,22.75,11,17.5,3,4.5,2.78,16,0,0,1,1,13,0.17,3
286,1,0,0,1,0,0,0,1,0,1,0,0,18.5,4.5,20,4,4.55,2.82,17.5,0,1,1,2,4,0.15,4
287,1,0,0,1,0,0,0,0,0,1,0,0,20,2,30,3,4.62,2.82,16,0,0,1,1,6.5,0.25,2
288,1,0,0,1,0,0,0,0,0,1,0,0,18,10,10,3,4.5,2.86,16,0,0,1,1,13,0.2,3
289,1,0,0,0,1,0,0,0,0,1,0,0,10.5,2,11,3,4.25,4.78,10.5,0,0,1,1,13,0.15,4
290,1,0,0,0,1,0,0,1,0,1,0,0,10.5,2,13,2,4.25,3.88,10,0,0,1,1,13,0.17,4
291,1,0,0,0,1,0,0,1,0,1,0,0,11,7,4,2,4.35,3.93,10,0,0,1,1,26,0.25,3
292,1,0,0,0,1,0,0,1,0,1,0,0,10.5,3,9,3,4.25,3.99,10,0,0,1,1,19,0.12,4
293,1,0,0,0,1,0,0,0,0,1,0,0,12.5,3,15,2,4.25,4.78,10,0,4,1,1,13,0.25,5
294,1,0,0,0,1,0,0,0,0,1,0,0,18,1,28,3,4.6,4.53,11,0,0,1,1,13,0.25,4
295,1,0,0,0,0,1,0,1,0,1,0,0,17,2,24,3,4.25,3.03,12.5,0,3,1,1,13,0.25,3
296,1,0,0,0,0,1,0,1,0,1,0,0,15,3,18,3,4.75,NA,16,0,2,1,2,13,0.25,3
297,1,0,0,0,0,1,0,1,0,1,0,0,19.5,3,27,3,4.75,2.88,17,0,0,1,1,13,0.2,6
298,1,0,0,0,0,0,1,0,0,1,0,0,13,0,22,2,4.25,2.61,11.5,0,0,1,1,13,0.25,2
299,1,0,0,0,0,0,1,0,0,1,0,0,20.25,3,28.5,3,4.5,2.76,12.5,1,0,1,1,13,0.2,2
300,1,0,0,1,0,0,0,0,0,0,0,0,26,3,40,3,4.5,2.96,13.5,0,2,1,1,26,0.1,5
301,1,0,0,1,0,0,0,0,0,0,0,0,15.5,0,25,3,4.25,2.92,17,0,0,1,1,26,0.1,3
302,1,0,0,1,0,0,0,0,0,0,0,0,24,18,6,3,4.75,2.96,16,1,3,1,1,26,0.12,3
303,1,0,0,1,0,0,0,0,0,0,0,0,25.5,19,7,3,4.65,3.07,16,0,0,1,1,13,0.32,2
304,1,0,0,1,0,0,0,0,0,0,0,0,14.5,5,17,1,4.25,3.01,16,0,2,1,2,26,0.21,3
305,1,0,0,1,0,0,0,0,0,0,0,0,21.5,12,11,4,4.25,3.07,16,0,2,1,1,13,0.25,2
306,1,0,0,0,1,0,0,1,0,0,0,0,14,0,22,3,4.75,4.42,12,0,2,1,1,9,0.12,5
307,1,0,0,0,1,0,0,0,0,0,0,0,20,15,4,3,4.25,4.74,13.5,0,1,1,1,13,0.25,5
308,1,0,0,0,0,1,0,1,0,0,0,0,22.5,7,25,3,4.5,2.83,16.5,0,0,1,1,8,0.25,6
309,1,0,0,0,0,1,0,1,0,0,0,0,30,12,30,3,4.25,3.31,18,0,3,1,1,4,0.25,4
310,1,0,0,0,0,0,1,0,0,0,0,0,24,0,40,4,4.5,3.17,15.5,0,3,1,2,13,0.1,2
311,1,0,0,0,0,0,1,0,0,0,0,0,22,8,16,6,4.75,2.97,16,0,2,1,1,13,0.37,2
312,1,0,0,1,0,0,0,0,0,1,0,0,13,6,6,4,4.37,3.14,15,0,1,1,1,4,0.25,3
313,1,0,0,0,1,0,0,1,0,1,0,0,5,1,4,2,4.5,NA,10,0,2,1,1,13,0.3,4
314,1,0,0,0,0,1,0,1,0,1,0,0,13.5,7,7,3,4.87,4.59,13,0,0,1,1,52,NA,2
315,1,0,0,1,0,0,0,0,0,1,0,0,28,20,10,3,4.25,2.81,16,0,2,2,2,39,0.2,2
316,1,0,0,1,0,0,0,0,0,1,0,0,18,4,22,3,4.25,2.88,16,0,0,1,1,8,0.15,3
317,1,0,0,1,0,0,0,1,0,1,0,0,24,10,20,4,4.25,2.87,16,1,2,1,1,4,0.17,4
318,1,0,0,1,0,0,0,0,0,1,0,0,16.5,7,13,3,4.25,3.07,16.5,0,0,1,1,13,0.25,4
319,1,0,0,1,0,0,0,0,0,1,0,0,7,0,10,2,4.25,2.81,15,1,5,1,2,13,0.25,2
320,1,0,0,1,0,0,0,0,0,1,0,0,11,0,20,1,4.25,2.84,16,0,3,3,2,26,0.15,3
321,1,0,0,1,0,0,0,0,0,1,0,0,19.5,6.5,20,3,4.25,2.5,16,0,0,1,1,26,0.22,3
322,1,0,0,0,1,0,0,1,0,1,0,0,10,2,10,3,4.45,3.14,10,0,0,1,1,13,0.12,4
323,1,0,0,0,1,0,0,1,0,1,0,0,13,2,14,4,4.62,4.03,10,0,0,1,1,13,0.2,4
324,1,0,0,0,1,0,0,1,0,1,0,0,10,4,4,4,4.25,4.08,11,0,0,1,1,9,0.25,4
325,1,0,0,0,1,0,0,1,0,1,0,0,12.5,2,15,3,4.25,4.14,10,0,0,1,1,9,0.25,3
326,1,0,0,0,1,0,0,1,0,1,0,0,8,3,4,3,4.25,3.88,10,0,0,1,1,3,0.25,4
327,1,0,0,0,0,1,0,1,0,1,0,0,12,2,14,3,4.25,2.76,16,0,2,3,2,13,0.13,4
328,1,0,0,0,0,1,0,1,0,1,0,0,20.5,5,23,4,4.5,2.84,16,1,1,1,1,13,0.25,5
329,1,0,0,0,0,1,0,1,0,1,0,0,18.5,3,25,3,4.75,2.73,16,0,1,1,1,4,0.25,4
330,1,0,0,0,0,1,0,1,0,1,0,0,11.5,1,15,3,4.75,NA,11.5,0,4,1,1,13,0.25,2
331,1,0,0,0,0,1,0,1,0,1,0,0,15,3,18,3,4.5,2.92,16,0,2,1,1,13,0.17,5
332,1,0,0,0,0,1,0,1,0,1,0,0,13,0,20,3,4.75,2.92,16,0,3,1,1,NA,0.25,6
333,1,0,0,0,0,1,0,1,0,1,0,0,10,2,12,2,4.25,2.92,16,0,2,1,1,13,0.2,5
334,1,0,0,0,0,0,1,0,0,1,0,0,17,8,12,3,4.75,2.79,12.5,0,1,1,1,26,0.1,2
335,1,0,0,0,0,0,1,0,0,1,0,0,17,4,20,3,4.55,2.76,11.5,0,0,1,1,16,0.12,2
336,1,0,0,0,0,0,1,0,0,1,0,0,20.5,10,15,3,4.8,2.82,16,0,2,1,1,26,0.12,2
337,1,0,0,1,0,0,0,0,0,0,0,0,15.5,8,9,3,4.75,2.96,16.5,0,3,1,2,26,0.12,3
338,1,0,0,1,0,0,0,1,0,0,0,0,19.5,9,15,3,4.25,2.95,16,0,1,1,1,13,0.05,3
339,1,0,0,0,0,1,0,1,0,0,0,0,30.5,10,35,3,4.35,3.14,17,1,0,1,1,26,0.27,6
340,1,0,0,0,0,1,0,0,0,0,0,0,23,10,20,3,4.5,4.78,17,0,3,1,1,26,0.37,5
341,1,0,0,0,0,1,0,1,0,0,0,0,13,0,20,3,4.39,3.6,17,0,2,1,1,NA,NA,5
342,1,0,0,0,0,1,0,1,0,0,0,0,30.25,17.5,17.5,4,4.25,3.44,18,0,0,1,1,15,0.5,5
343,1,0,0,0,0,0,1,0,0,0,0,0,18,0,28,4,4.25,3.76,11.5,1,2,1,1,13,0.25,2
344,1,0,0,1,0,0,0,0,0,1,0,0,10,4,6,3,4.25,3.21,11,0,3,1,1,10,0.22,3
345,1,0,0,1,0,0,0,0,0,1,0,0,19.5,11,9,4,4.5,2.93,15,0,0,1,1,4,0.25,3
346,1,0,0,1,0,0,0,0,0,1,0,0,17,8,12,3,4.62,2.92,15,0,8,1,1,4,0.25,3
347,1,0,0,1,0,0,0,1,0,1,0,0,25.5,15,15,3,4.62,2.85,16,0,0,1,1,8,0.25,3
348,1,0,0,1,0,0,0,0,0,1,0,0,6,0,8,2,4.25,3.11,12,0,3,1,1,13,0.17,3
349,1,0,0,0,1,0,0,0,0,1,0,0,11.5,5,7,3,4.75,4.82,12,1,3,1,1,13,0.25,3
350,1,0,0,0,1,0,0,0,0,1,0,0,8.5,0,11,3,4.62,5.86,12.5,1,2,1,1,2.5,0.12,NA
351,1,0,0,0,0,1,0,1,0,1,0,0,18.5,8,13,4,4.75,3.14,16,0,0,1,1,13,0.15,6
352,1,0,0,0,0,1,0,1,0,1,0,0,15.5,4,15,4,4.5,2.94,15,0,0,1,1,10,0.25,6
353,1,0,0,1,0,0,0,0,1,0,0,0,14.25,2,16.5,4,4.25,2.72,15,0,0,1,1,13,0.2,4
354,1,0,0,1,0,0,0,0,0,1,0,0,38,28,12,4,4.5,2.86,15,0,2,1,1,4,0.2,3
355,1,0,0,1,0,0,0,1,0,1,0,0,24.75,5,29.5,5,4.87,2.92,17,0,0,1,1,NA,0.3,4
356,1,0,0,1,0,0,0,1,0,1,0,0,23,18,6,2,4.25,2.86,16,0,2,1,1,26,0.37,3
357,1,0,0,1,0,0,0,0,0,1,0,0,24,6,30,3,4.25,2.76,14.5,0,3,1,1,26,0.1,5
358,1,0,0,0,1,0,0,1,0,1,0,0,7.5,2,7,2,4.62,4.03,9.5,0,0,1,1,4,0.25,3
359,1,0,0,0,1,0,0,1,0,1,0,0,15,10,6,2,4.75,4.03,10.5,0,0,1,1,26,0.25,4
360,1,0,0,0,1,0,0,1,0,1,0,0,9.25,2,10.5,2,4.25,NA,10,0,0,1,1,19,0.2,4
361,1,0,0,0,0,1,0,1,1,0,0,0,11.25,3,10.5,3,4.25,3.03,10.5,0,0,3,2,13,0.2,3
362,1,0,0,0,0,1,0,1,0,1,0,0,16.5,8,9,4,4.75,3.09,16,0,0,1,1,13,0.37,5
363,1,0,0,0,0,1,0,1,0,1,0,0,18.75,2,27.5,3,4.25,2.87,16,0,1,1,1,NA,NA,4
364,1,0,0,0,0,1,0,1,0,0,0,0,13.5,0,19,4,4.75,3.02,11.5,0,0,5,2,8,0.25,2
365,1,0,0,0,0,1,0,1,0,1,0,0,21.75,7.5,22.5,3,4.37,2.87,16,0,0,1,2,13,0.22,5
366,1,0,0,0,0,0,1,0,1,0,0,0,13.5,2,17,3,4.87,2.82,11.5,1,0,1,1,26,0.15,2
367,1,0,0,1,0,0,0,1,0,1,0,0,15,0,22,4,4.25,2.69,15,0,1,1,1,26,0.17,3
368,1,0,0,1,0,0,0,0,0,1,0,0,17.5,3,25,2,4.25,2.79,15,1,0,1,1,13,0.15,3
369,1,0,0,1,0,0,0,0,0,1,0,0,17.5,6,13,5,4.25,2.78,16,0,0,1,1,26,0.22,3
370,1,0,0,0,1,0,0,0,0,1,0,0,NA,6,13,NA,4.25,4.32,12.5,1,0,1,1,13,0.66,5
371,1,0,0,0,1,0,0,0,0,1,0,0,15.5,0,25,3,4.25,4.31,12.5,0,2,1,1,18,0.18,4
372,1,0,0,0,1,0,0,0,0,1,0,0,16.5,3.5,20,3,4.25,4.25,12,1,3,1,1,13,0.12,4
373,1,0,0,0,0,1,0,0,0,1,0,0,13.5,2,17,3,4.5,2.56,11.5,0,3,1,1,13,0.25,5
374,1,0,0,0,0,0,1,0,0,1,0,0,13,0,20,3,4.25,2.7,12.5,0,1,1,1,13,0.15,2
375,1,0,0,1,0,0,0,1,0,0,0,0,11.5,0,15,4,4.35,3.4,15,0,1,3,2,18,0.12,3
376,1,0,0,1,0,0,0,0,0,0,0,0,29.05,20,11.5,3.3,4.85,2.96,16,0,0,1,1,18,0.25,3
377,1,0,0,1,0,0,0,0,0,0,0,0,13,4,10,4,4.5,2.86,14,0,3,1,1,13,0.1,8
378,1,0,0,1,0,0,0,0,0,0,0,0,18,12,6,3,4.25,2.96,14,1,3,1,1,26,0.15,3
379,1,0,0,1,0,0,0,0,0,0,0,0,30,20,12,4,4.62,3.07,16,0,0,1,1,26,0.17,3
380,1,0,0,1,0,0,0,0,0,0,0,0,20.5,10,15,3,4.5,2.96,16,0,0,1,1,52,0.2,3
381,1,0,0,1,0,0,0,0,0,0,0,0,10,6,4,2,4.5,3.05,16,0,3,1,1,26,0.25,2
382,1,0,0,1,0,0,0,0,0,0,0,0,NA,NA,NA,3,4.65,2.96,16,0,3,1,1,26,0.25,3
383,1,0,0,1,0,0,0,0,0,0,0,0,26,16,14,3,4.25,NA,17,1,2,1,2,NA,0.15,3
384,1,0,0,1,0,0,0,0,0,0,0,0,12.5,0,19,3,4.25,2.96,17,0,0,1,1,39,0.25,3
385,1,0,0,0,1,0,0,0,0,0,0,0,19.5,15,5,2,4.25,4.78,10,0,3,1,1,6,0.12,3
386,1,0,0,0,1,0,0,1,0,0,0,0,12,4,10,3,4.62,5.21,11,0,4,1,1,2,0.25,3
387,1,0,0,0,0,1,0,1,0,0,0,0,36,24,16,4,4.87,4.47,17,0,1,1,1,9,0.37,5
388,1,0,0,0,0,1,0,1,0,0,0,0,21,4,28,3,4.25,3.2,17,0,2,1,2,52,0.62,4
389,1,0,0,0,0,1,0,1,0,0,0,0,24.5,14,13,4,4.75,3.24,17,0,1,1,2,13,0.15,5
390,1,0,0,0,0,1,0,1,0,0,0,0,20,13,8,3,4.87,3.43,17,1,0,1,1,18,0.3,7
391,1,0,0,0,0,1,0,1,0,0,0,0,26.5,16,15,3,4.5,3.32,17,0,0,1,1,39,0.5,5
392,1,0,0,0,0,1,0,0,0,0,0,0,15,8,6,4,4.25,3.16,16,1,0,1,1,13,0.17,6
393,1,0,0,0,0,1,0,1,0,0,0,0,19,11,10,3,4.75,3.2,16,0,2,1,1,26,0.25,4
394,1,0,0,0,0,1,0,1,0,0,0,0,17.5,6,17,3,4.32,3.2,17,0,3,1,1,26,0.12,7
395,1,0,0,1,0,0,0,0,0,0,0,0,20.5,0,35,3,4.25,3.18,16,0,0,1,1,26,0.1,4
396,1,0,0,1,0,0,0,0,0,0,0,0,21,0,36,3,4.5,3.27,16,0,1,1,1,26,0.1,5
397,1,0,0,0,1,0,0,0,1,0,0,0,10.5,0,17,2,4.5,4.42,11,0,0,1,1,NA,0.37,5
398,1,0,0,1,0,0,0,0,0,0,0,0,23,0,36,5,4.25,3.2,17,0,0,1,1,9,0.5,4
399,1,0,0,1,0,0,0,0,0,0,0,0,23,0,36,5,4.25,3.12,16,0,0,1,1,26,NA,4
400,1,0,0,1,0,0,0,0,0,0,0,0,29,8,32,5,4.25,2.95,16,1,0,1,1,9,NA,5
401,1,0,0,1,0,0,0,1,0,0,0,0,21,4,28,3,4.25,3.06,16,1,0,1,1,13,0.2,4
402,1,0,0,1,0,0,0,0,0,0,0,0,41.5,30,15,4,4.25,2.55,15,1,2,1,1,26,0.1,4
403,1,0,0,0,1,0,0,1,0,0,0,0,12,3,10,4,4.25,4.25,11,0,4,1,2,NA,0.5,4
404,1,0,0,0,1,0,0,1,0,0,0,0,33,20,10,8,4.62,4.25,13,0,3,1,1,4,0.37,4
405,1,0,0,0,1,0,0,0,0,0,0,0,6.5,0,7,3,4.75,4.25,11,0,2,1,1,NA,0.25,4
406,1,0,0,0,1,0,0,1,0,0,0,0,9,2,10,2,4.95,4.25,12,1,3,1,1,13,0.5,3
407,1,0,0,0,1,0,0,1,0,0,0,0,9.75,3.5,6.5,3,4.75,4.25,11,0,0,1,1,13,0.25,5
408,1,0,0,0,0,1,0,1,0,0,0,0,24.5,3,33,5,4.25,3.26,19,0,0,1,1,26,0.15,5
409,1,0,0,0,0,0,1,0,0,0,0,0,14,7,8,3,4.75,4.07,12.5,0,3,1,2,13,0.1,2
410,1,0,0,0,0,0,1,0,0,0,0,0,19.5,0,33,3,4.62,3.1,12.5,0,2,1,1,13,0.12,2
1,0,1,0,1,0,0,0,0,0,0,1,0,24,3.5,35,3,4.3,NA,16.5,1,1,1,1,26,0.08,4
2,0,1,0,0,1,0,0,0,0,0,1,0,11.5,0,15,4,4.45,4.25,13,0,NA,1,1,13,0.05,4
3,0,1,0,0,1,0,0,1,0,0,1,0,10.5,3,7,4,5,4.02,11,NA,NA,1,1,19,0.25,4
4,0,1,0,0,0,0,1,1,0,0,1,0,20,0,36,2,5.25,2.58,12,0,NA,1,1,26,0.15,2
5,0,1,0,0,0,0,1,1,0,0,1,0,35.5,28,3,6,4.75,2.8,12,0,NA,1,1,13,0.15,2
6,0,1,0,0,0,0,1,1,0,0,1,0,NA,NA,NA,NA,NA,NA,12,0,NA,1,1,26,NA,3
7,0,1,0,1,0,0,0,0,0,0,0,1,29,15,18,5,4.75,2.84,18,0,NA,1,1,26,0.15,3
8,0,1,0,1,0,0,0,0,0,0,0,1,36.5,26,9,6,5,2.89,24,0,2,1,1,26,0.2,6
9,0,1,0,0,1,0,0,1,0,0,0,1,11,3,12,2,5,4.1,11,0,NA,1,1,13,0.25,4
10,0,1,0,0,1,0,0,1,0,0,1,0,8.5,2,9,2,5,3.95,10.5,0,1,1,1,13,0.25,4
11,0,1,0,0,0,1,0,1,0,0,0,1,17.5,1,25,4,4.75,2.91,12,0,1,1,2,13,0.2,6
12,0,1,0,1,0,0,0,0,0,0,0,1,29,9,32,4,5,2.67,18,1,NA,1,1,26,0.13,4
13,0,1,0,1,0,0,0,0,0,0,0,1,30.5,7,39,4,4.5,2.6,18,0,1,1,1,41,0.23,3
14,0,1,0,1,0,0,0,0,0,0,0,1,26,18,10,3,4.75,2.81,18,1,2,1,1,13,0.15,3
15,0,1,0,1,0,0,0,0,0,0,0,1,18,5,20,3,4.5,2.97,13,0,1,1,2,NA,0,3
16,0,1,0,0,1,0,0,1,0,0,0,1,20,15,4,3,5,4,11,1,2,1,1,26,0.25,3
17,0,1,0,0,1,0,0,1,0,0,0,1,13.5,4,13,3,4.75,4.02,11,0,NA,1,1,13,0.18,4
18,0,1,0,0,0,1,0,1,0,0,0,1,19,6,20,3,4.75,3,11,0,NA,1,1,26,0.1,6
19,0,1,0,0,0,1,0,0,0,0,0,1,15.5,5,15,3,4.75,2.96,15,0,NA,1,1,26,0.13,5
20,0,1,0,0,0,1,0,0,0,0,0,1,14.5,2,19,3,4.25,3.07,11.5,0,2,1,1,26,0.13,6
21,0,1,0,0,0,1,0,1,0,0,0,1,14,2,18,3,5,3.07,16,0,1,1,1,26,0.28,5
22,0,1,0,0,0,1,0,1,0,0,1,0,19,0,30,4,4.9,2.87,16,0,NA,1,1,13,0.25,3
23,0,1,0,0,0,1,0,0,0,0,0,1,21,8,20,3,5,2.98,16,1,NA,1,1,26,0.25,5
24,0,1,0,0,0,1,0,1,0,0,0,1,18,10,10,3,4.75,2.91,16,0,NA,1,1,19,0.18,NA
25,0,1,0,0,0,0,1,1,0,0,0,1,20.5,0,31,5,5,2.53,12,1,1,1,1,26,0.1,2
26,0,1,0,0,0,1,0,1,0,0,0,1,13.5,5.5,10,3,4.25,2.95,15.5,0,NA,1,1,26,0.2,3
27,0,1,0,0,0,1,0,1,0,0,0,1,17.5,5,19,3,4.75,2.96,16,0,NA,1,1,13,0.18,5
28,0,1,0,1,0,0,0,0,0,0,1,0,25.5,6,25,7,4.25,2.68,16.5,0,NA,1,1,52,0.18,6
29,0,1,0,1,0,0,0,0,0,0,1,0,15.5,5,15,3,NA,NA,16.5,0,NA,1,1,NA,NA,4
30,0,1,0,1,0,0,0,0,0,0,1,0,25.5,7,25,6,4.25,2.67,17.5,0,NA,1,1,8,0.13,3
31,0,1,0,1,0,0,0,0,0,0,1,0,27,0,42,6,4.25,2.63,17.5,0,2,1,1,NA,NA,3
32,0,1,0,1,0,0,0,0,0,0,1,0,16,0,22,5,4.25,NA,16.5,0,1,1,1,26,0.25,3
33,0,1,0,1,0,0,0,0,0,0,1,0,19,11,12,2,4.25,2.59,17.5,0,NA,1,1,26,0.15,3
34,0,1,0,1,0,0,0,0,0,0,1,0,24.5,0,45,2,4.25,2.77,18,0,NA,1,1,NA,NA,3
35,0,1,0,1,0,0,0,0,0,0,1,0,25,7.5,25,5,4.38,2.64,14,1,NA,1,1,13,0.25,4
36,0,1,0,0,1,0,0,0,0,0,1,0,17,4,20,3,4.75,4.25,13,0,NA,1,1,13,0.1,4
37,0,1,0,0,1,0,0,0,0,0,1,0,16.5,6,15,3,4.25,4.24,13,0,2,1,1,NA,NA,5
38,0,1,0,0,0,0,1,1,0,0,1,0,20,7,18,4,4.5,2.69,12,1,1,1,1,26,0.13,2
39,0,1,0,0,0,0,1,1,0,0,1,0,18,0,28,4,4.5,2.82,12,1,2,1,1,26,0.08,2
40,0,1,0,0,0,0,1,0,0,0,1,0,12,0,16,4,4.25,2.71,10.5,0,1,1,1,26,0.1,2
